method,analysis_stage,oracle,iterations,initial_state,states_in_support,feasible_support_probability,expected_selected_worst_error,initial_expected_selected_worst_error,expected_nominal_error,probability_best_state,initial_probability_best_state,probability_good_set,probability_pareto_frontier,top_schedule,top_schedule_probability,top_schedule_selected_worst_error,best_schedule,best_selected_worst_error,top3_schedules,predeclared_protocol_name,predeclared_good_rule,predeclared_iteration_rule,predeclared_iteration_cap,initial_good_probability_predeclared,predicted_good_probability_predeclared
grover_uniform_top_5_r3,exploratory_sweep,top_5,3,uniform,66,1.0,0.1069369137682791,0.11375786488534918,0.08126670334788547,0.17233381342588425,0.015151515151515152,0.8616690671294213,0.17233381342588425,111111110101,0.17233381342588425,0.1060150397456055,111111111100,0.1055748925448516,111111110101:0.172; 111111110110:0.172; 111111111001:0.172,,,,,,
grover_uniform_top_8_r11,exploratory_sweep,top_8,11,uniform,66,1.0,0.10693755488666765,0.11375786488534918,0.08129036666965334,0.11226448206812678,0.015151515151515152,0.8981158565450142,0.11226448206812678,111111101101,0.11226448206812678,0.1066015821090235,111111111100,0.1055748925448516,111111101101:0.112; 111111101110:0.112; 111111110011:0.112,,,,,,
grover_warm_thresholdle0p109629368803_r2,exploratory_sweep,threshold<=0.109629368803,2,inverse,66,1.0,0.10708102891005519,0.108671256502909,0.08145951487944483,0.1547162699141525,0.1201242112368671,0.9142270797926491,0.1547162699141525,111111111100,0.1547162699141525,0.1055748925448516,111111111100,0.1055748925448516,111111111100:0.155; 111111111001:0.145; 111111111010:0.115,,,,,,
grover_uniform_thresholdle0p105574892545_r4,exploratory_sweep,threshold<=0.105574892545,4,uniform,66,1.0,0.10721351814569305,0.11375786488534918,0.08142320063515096,0.8027858493134643,0.015151515151515152,0.8027858493134643,0.8027858493134643,111111111100,0.8027858493134643,0.1055748925448516,111111111100,0.1055748925448516,111111111100:0.803; 001111111111:0.003; 010111111111:0.003,,,,,,
grover_uniform_top_1_r4,exploratory_sweep,top_1,4,uniform,66,1.0,0.10721351814569305,0.11375786488534918,0.08142320063515096,0.8027858493134643,0.015151515151515152,0.8027858493134643,0.8027858493134643,111111111100,0.8027858493134643,0.1055748925448516,111111111100,0.1055748925448516,111111111100:0.803; 001111111111:0.003; 010111111111:0.003,,,,,,
grover_warm_top_2_r8,exploratory_sweep,top_2,8,inverse,66,1.0,0.10727448254880351,0.108671256502909,0.0815997145540603,0.29958378471833247,0.1201242112368671,0.5804755813967222,0.29958378471833247,111111111100,0.29958378471833247,0.1055748925448516,111111111100,0.1055748925448516,111111111100:0.300; 111111111001:0.281; 111111111010:0.049,,,,,,
grover_warm_top_5_r3,exploratory_sweep,top_5,3,inverse,66,1.0,0.10727642678849426,0.108671256502909,0.08161680117474944,0.18430886910088584,0.1201242112368671,0.71779921734673,0.18430886910088584,111111111100,0.18430886910088584,0.1055748925448516,111111111100,0.1055748925448516,111111111100:0.184; 111111111001:0.173; 111111111010:0.138,,,,,,
grover_uniform_thresholdle0p106540504405_r6,exploratory_sweep,threshold<=0.106540504405,6,uniform,66,1.0,0.10728580668659368,0.11375786488534918,0.08162468326393028,0.12118998951843894,0.015151515151515152,0.8483299266290726,0.12118998951843894,111111101110,0.12118998951843894,0.1065405044052453,111111111100,0.1055748925448516,111111101110:0.121; 111111110011:0.121; 111111110101:0.121,,,,,,
grover_uniform_top_8_r10,exploratory_sweep,top_8,10,uniform,66,1.0,0.10728946178497847,0.11375786488534918,0.08163899463905545,0.10725375337984246,0.015151515151515152,0.8580300270387397,0.10725375337984246,111111101101,0.10725375337984246,0.1066015821090235,111111111100,0.1055748925448516,111111101101:0.107; 111111101110:0.107; 111111110011:0.107,,,,,,
grover_warm_top_8_r11,exploratory_sweep,top_8,11,inverse,66,1.0,0.10734681230563545,0.108671256502909,0.08169407612224185,0.16107973303217632,0.1201242112368671,0.7788185769369564,0.16107973303217632,111111111100,0.16107973303217632,0.1055748925448516,111111111100,0.1055748925448516,111111111100:0.161; 111111111001:0.151; 111111111010:0.120,,,,,,
